# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 24 00:08:08 2023
#
# User ID:         gpadilam
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-404 b,Kepler-404,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,11.82985100,0.00020900,-0.00020900,0,0.102000,,,0,1.270,0.550,-0.550,0,0.113,0.049,-0.049,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5654.00,200.00,-200.00,0,0.88,0.33,-0.33,0,,,,,,,,,,4.54,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000,14.6560000,-14.1550000,15.4790000,0.1260000,-0.1260000,13.4770000,0.0410000,-0.0410000,15.1906000,0.0003950,-0.0003950,2014-05-14,2014-03,2014-05-14
Kepler-404 c,Kepler-404,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.75116600,0.00026100,-0.00026100,0,0.118000,,,0,1.720,0.850,-0.850,0,0.153,0.076,-0.076,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5654.00,200.00,-200.00,0,0.88,0.33,-0.33,0,,,,,,,,,,4.54,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.5240000,14.6560000,-14.1550000,15.4790000,0.1260000,-0.1260000,13.4770000,0.0410000,-0.0410000,15.1906000,0.0003950,-0.0003950,2014-05-14,2014-03,2014-05-14
Kepler-405 b,Kepler-405,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.61383900,0.00011100,-0.00011100,0,0.095000,,,0,2.080,0.990,-0.990,0,0.186,0.088,-0.088,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5818.00,250.00,-250.00,0,0.89,0.42,-0.42,0,,,,,,,,,,4.54,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000,43.3300000,-40.1400000,16.1810000,0.3890000,-0.3890000,14.0560000,0.0670000,-0.0670000,15.8023000,0.0004850,-0.0004850,2014-05-14,2014-03,2014-05-14
Kepler-405 c,Kepler-405,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,29.72668200,0.01147700,-0.01147700,0,0.188000,,,0,4.660,26.650,-26.650,0,0.416,2.378,-2.378,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5818.00,250.00,-250.00,0,0.89,0.42,-0.42,0,,,,,,,,,,4.54,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m38.27s,291.4094615,+38d20m24.04s,38.3400107,1065.0800000,43.3300000,-40.1400000,16.1810000,0.3890000,-0.3890000,14.0560000,0.0670000,-0.0670000,15.8023000,0.0004850,-0.0004850,2014-05-14,2014-03,2014-05-14
Kepler-406 b,Kepler-406,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.42629000,,,0,,,,,1.430,0.030,-0.030,0,0.128,0.003,-0.003,0,6.35000,1.40000,-1.40000,0,0.02000,0.00400,-0.00400,0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5538.00,75.00,-75.00,0,1.07,0.02,-0.02,0,1.07,0.06,-0.06,0,0.180,0.070,-0.070,0,[Fe/H],4.41,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000,3.4020000,-3.3400000,12.6030000,0.0460000,-0.0460000,10.9700000,0.0170000,-0.0170000,12.4897000,0.0001560,-0.0001560,2014-05-14,2014-02,2014-05-14
Kepler-406 c,Kepler-406,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,4.62332000,,,0,,,,,0.850,0.030,-0.030,0,0.076,0.003,-0.003,0,2.71000,1.80000,-1.80000,0,0.00900,0.00600,-0.00600,0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5538.00,75.00,-75.00,0,1.07,0.02,-0.02,0,1.07,0.06,-0.06,0,0.180,0.070,-0.070,0,[Fe/H],4.41,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.0300000,3.4020000,-3.3400000,12.6030000,0.0460000,-0.0460000,10.9700000,0.0170000,-0.0170000,12.4897000,0.0001560,-0.0001560,2014-05-14,2014-02,2014-05-14
Kepler-407 b,Kepler-407,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,0.66931000,,,0,,,,,1.070,0.020,-0.020,0,0.095,0.002,-0.002,0,3.20000,,,1,0.01007,,,1,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5476.00,75.00,-75.00,0,1.01,0.07,-0.07,0,1.00,0.06,-0.06,0,0.330,0.070,-0.070,0,[Fe/H],4.43,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.3680000,2.5310000,-2.4950000,12.6030000,0.1030000,-0.1030000,10.9110000,0.0230000,-0.0230000,12.5074000,0.0001660,-0.0001660,2016-10-12,2014-02,2016-10-13
Kepler-408 b,Kepler-408,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.46502000,,,0,,,,,0.820,0.030,-0.030,0,0.073,0.003,-0.003,0,5.00000,,,1,0.01573,,,1,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,6104.00,74.00,-74.00,0,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0,-0.200,0.100,-0.100,0,[Fe/H],4.29,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832000,0.2629000,-0.2614000,8.8340000,0.0020000,-0.0020000,7.4860000,0.0180000,-0.0180000,8.6992000,0.0002600,-0.0002600,2016-10-12,2014-02,2016-10-13
Kepler-409 b,Kepler-409,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,68.95832160,0.00000390,-0.00000390,0,0.319200,0.006000,-0.006000,0,1.199,0.043,-0.043,0,0.107,0.004,-0.004,0,6.00000,,,1,0.01888,,,1,Mass,0.690000,,,1,6.15,0.42,-0.42,0,438,7,-7,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5421.00,64.00,-64.00,0,0.90,0.01,-0.01,0,0.91,0.05,-0.05,0,0.050,0.070,-0.070,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m43.01s,293.6792058,+46d51m09.84s,46.8527337,68.1730000,0.0996000,-0.0993000,9.6360000,0.0040000,-0.0040000,7.7680000,0.0230000,-0.0230000,9.3910900,0.0002230,-0.0002230,2023-04-17,2023-04,2023-04-17
Kepler-41 b,Kepler-41,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,1.85555820,0.00000052,-0.00000052,0,0.031010,0.000400,-0.000400,0,14.460,0.220,-0.220,0,1.290,0.020,-0.020,0,177.98000,25.43000,-25.43000,0,0.56000,0.08000,-0.08000,0,Mass,0.000000,,,0,,,,,1790,31,-31,0,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 V,5750.00,100.00,-100.00,0,1.29,0.02,-0.02,0,1.15,0.04,-0.04,0,0.380,0.110,-0.110,0,[Fe/H],4.28,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.0800000,27.0000000,-27.0000000,14.5090000,0.0920000,-0.0920000,12.8920000,0.0280000,-0.0280000,14.4130000,0.0003220,-0.0003220,2016-05-03,2015-03,2015-01-29
Kepler-410 A b,Kepler-410 A,1,2,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>,17.83364800,0.00005400,-0.00005400,0,0.122600,0.004700,-0.004700,0,2.838,0.054,-0.054,0,0.253,0.005,-0.005,0,,,,,,,,,,0.170000,0.100000,-0.050000,0,,,,,,,,,1,<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>,,6273.00,140.00,-140.00,0,1.35,0.01,-0.01,0,1.21,0.03,-0.03,0,0.010,0.100,-0.100,0,[Fe/H],4.26,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m36.25s,283.1510448,+45d08m24.30s,45.1400838,147.5270000,0.4940000,-0.4900000,9.4950000,0.0030000,-0.0030000,8.1400000,0.0130000,-0.0130000,9.3748000,0.0003490,-0.0003490,2014-05-14,2014-02,2014-05-14
Kepler-411 b,Kepler-411,1,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,3.00515600,0.00000200,-0.00000200,0,0.037500,0.000800,-0.000800,0,2.401,0.053,-0.053,0,0.214,0.005,-0.005,0,25.60000,2.60000,-2.60000,0,0.08055,0.00818,-0.00818,0,Mass,0.146000,0.005000,-0.004000,0,,,,,1138,17,-17,0,1,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,,,,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,0.4550000,-0.4530000,12.4480000,0.0690000,-0.0690000,10.0620000,0.0230000,-0.0230000,12.2327000,0.0005620,-0.0005620,2019-07-03,2019-04,2019-07-11
Kepler-411 c,Kepler-411,1,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,7.83443500,0.00000200,-0.00000200,0,0.073900,0.001000,-0.001000,0,4.421,0.062,-0.062,0,0.394,0.006,-0.006,0,26.40000,5.90000,-5.90000,0,0.08306,0.01856,-0.01856,0,Mass,0.108000,0.003000,-0.004000,0,,,,,838,10,-10,0,1,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,,,,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,0.4550000,-0.4530000,12.4480000,0.0690000,-0.0690000,10.0620000,0.0230000,-0.0230000,12.2327000,0.0005620,-0.0005620,2019-07-19,2019-04,2019-07-25
Kepler-411 d,Kepler-411,1,2,4,Transit,2018,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,58.02035000,0.00056000,-0.00056000,0,0.279000,0.004000,-0.004000,0,3.319,0.104,-0.104,0,0.296,0.009,-0.009,0,15.20000,5.10000,-5.10000,0,0.04782,0.01605,-0.01605,0,Mass,0.128000,0.003000,-0.003000,0,,,,,410,10,-10,0,1,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,,,,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,0.4550000,-0.4530000,12.4480000,0.0690000,-0.0690000,10.0620000,0.0230000,-0.0230000,12.2327000,0.0005620,-0.0005620,2019-07-19,2019-04,2019-07-25
Kepler-411 e,Kepler-411,1,2,4,Transit Timing Variations,2018,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,31.50972800,0.00008500,-0.00008500,0,0.186000,0.003000,-0.003000,0,,,,,,,,,10.80000,1.10000,-1.10000,0,0.03398,0.00346,-0.00346,0,Mass,0.016000,0.002000,-0.001000,0,,,,,503,9,-9,0,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,,,,,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.6760000,0.4550000,-0.4530000,12.4480000,0.0690000,-0.0690000,10.0620000,0.0230000,-0.0230000,12.2327000,0.0005620,-0.0005620,2019-07-03,2019-04,2019-07-11
Kepler-412 b,Kepler-412,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.72086040,0.00000030,-0.00000030,0,0.028970,0.000930,-0.000920,0,15.031,0.493,-0.516,0,1.341,0.044,-0.046,0,299.07803,39.72875,-6.03877,0,0.94100,0.12500,-0.01900,0,Mass,,,,,,,,,1850,30,-30,0,1,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,5750.00,90.00,-90.00,0,1.29,0.04,-0.04,0,1.17,0.09,-0.09,0,0.270,0.120,-0.120,0,[Fe/H],4.30,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.2400000,19.1600000,-19.1600000,14.3990000,0.0920000,-0.0920000,12.8370000,0.0310000,-0.0310000,14.2486000,0.0002740,-0.0002740,2015-10-07,2015-05,2015-10-15
Kepler-413 b,Kepler-413,1,2,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...14K/abstract target=ref>Kostov et al. 2014</a>,66.26200000,0.02400000,-0.02100000,0,0.355300,0.002000,-0.001800,0,4.347,0.099,-0.099,0,0.388,0.009,-0.009,0,67.00000,22.00000,-21.00000,0,0.21100,0.06900,-0.06600,0,Mass,0.118100,0.001800,-0.001700,0,,,,,,,,,0,<a refstr=KOSTOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...14K/abstract target=ref>Kostov et al. 2014</a>,,4700.00,,,0,0.78,0.01,-0.01,0,0.82,0.01,-0.01,0,-0.200,,,0,[Fe/H],4.57,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m02.56s,288.5106679,+51d09m44.72s,51.1624235,847.5360000,22.5870000,-21.4640000,15.8850000,0.1260000,-0.1260000,13.4150000,0.0370000,-0.0370000,15.5943000,0.0005370,-0.0005370,2014-05-14,2014-03,2014-05-14
Kepler-414 b,Kepler-414,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,4.70000000,,,0,,,,,1.710,0.310,-0.140,0,0.153,0.028,-0.012,0,3.50000,3.40000,-2.90000,0,0.01100,0.01100,-0.00900,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.95,,,0,0.89,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.4600000,3.0230000,-2.9810000,13.3780000,0.2400000,-0.2400000,11.6980000,0.0200000,-0.0200000,13.3210000,0.0004060,-0.0004060,2014-05-28,2014-05,2014-05-28
